term,coef_logit,odds_ratio,ci_low_or,ci_high_or,p_value
Intercept,2.279632204429492,9.773085250962232,3.5166675416797673,27.160143570737656,1.23502906041549e-05
C(color_type)[T.lab],2.957000405673996,19.240172399569406,3.9275028080667456,94.25435246152507,0.0002649669735493513
C(color_type)[T.skin],-20.03426669176428,1.9917211116758787e-09,1.7598669002082618e-20,225.41210282584163,0.12289083230847896
z_attempt_no,0.25447184643255144,1.2897802389171649,0.48365110463555583,3.4395312008120733,0.6111122836090914
z_log_duration_sec,-7.193276894036876,0.0007516220946500369,3.6976941710796555e-05,0.015278055648424778,2.8562855482003324e-06
z_log_num_steps,3.2388024795687973,25.5031628949514,5.030094600033548,129.30399313803917,9.21587153638368e-05
z_target_recipe_n_components,-0.4484090819218206,0.6386433731283397,0.19401294375917094,2.1022584892430096,0.4607201665313694
