term,coef_logit,odds_ratio,ci_low_or,ci_high_or,p_value
Intercept,2.495334105927837,12.125784138244002,4.934701594411422,29.796055172577688,5.328821285963511e-08
C(color_type)[T.lab],1.5699505113258851,4.806410325015085,0.9514324241473932,24.28084184025326,0.05746991918240215
C(color_type)[T.skin],-21.957935919166708,2.9093072975671594e-10,5.63900145944414e-20,1.500987189407792,0.05430800092792273
z_attempt_no,0.2898913811716439,1.3362823347208737,0.6086225932732547,2.9339207874022537,0.47001231300932944
z_log_duration_sec,-6.339645374712257,0.0017649280139743798,0.00012666202106340985,0.024592777443146318,2.3966878143694956e-06
z_log_num_steps,2.9304177077964084,18.73545480796378,3.9193009029872274,89.56119357758764,0.00024147195947773098
z_target_recipe_n_components,0.27047087466037145,1.3105814250464705,0.3994113596500744,4.300387633395436,0.6554995692820487
