user_id,target_r,target_g,target_b,achieved_r,achieved_g,achieved_b,tL,ta,tb,aL,aa,ab,tC,aC,delta_e_stored,delta_e_recon,skip_perception,mixing_model
J4W7CV,182,137,96,184,136,94,60.5002426068222,12.003412404228364,28.595362094242006,60.43437325359562,13.198419741246303,29.651043140943713,31.012523964469516,32.45585683682108,0.8160780043092697,0.8160780043092697,acceptable,mixbox
6QA2PG,145,205,51,145,205,57,76.02036207014393,-41.33771516809204,65.59100618782784,76.05499162792466,-40.998188824944215,63.59722598260924,77.53055390005916,75.66676046725436,0.5403276958302031,0.5403276958302031,,mixbox
6QA2PG,255,173,59,244,183,47,76.96084570696759,20.890258342526447,66.9294588837105,78.05669472412472,10.622280020989528,71.64705175951694,70.11387423387606,72.43019300454205,6.900473201612404,6.900473201612404,,mixbox
NLQTF0,145,205,51,149,204,61,76.02036207014393,-41.33771516809204,65.59100618782784,76.0147815026588,-38.81815018288276,62.19154416687106,77.53055390005916,73.3119154672739,0.9708504988317228,0.9708504988317227,acceptable,mixbox
NLQTF0,78,150,100,81,150,100,56.43797500921379,-34.17070396987793,19.58508227226714,56.56631674517914,-33.305376447057,19.78033533617982,39.38543458448191,38.736413957565865,0.4278018597182742,0.4278018597182742,acceptable,mixbox
NLQTF0,255,173,59,255,174,63,76.96084570696759,20.890258342526447,66.9294588837105,77.21785195783329,20.521709093773044,65.62980249969037,70.11387423387606,68.76344610530955,0.3759537818231746,0.37595378182317163,acceptable,mixbox
NLQTF0,102,66,103,102,65,104,33.35183632842266,22.336384539983793,-15.366642317958224,33.1466991264454,23.161746571448454,-16.315412395873075,27.111764428861715,28.331240457971706,0.6083858813176504,0.6083858813176423,acceptable,mixbox
NLQTF0,255,173,59,255,172,49,76.96084570696759,20.890258342526447,66.9294588837105,76.67332788649517,21.076127077389373,70.24466339329314,70.11387423387606,73.33836559277363,0.9282491348925432,0.9282491348925433,acceptable,mixbox
NLQTF0,102,66,103,107,65,103,33.35183632842266,22.336384539983793,-15.366642317958224,33.74448037934721,24.74553743740132,-14.709245940200011,27.111764428861715,28.78721138274982,1.495558728717803,1.495558728717803,acceptable,mixbox
NLQTF0,255,173,59,255,172,40,76.96084570696759,20.890258342526447,66.9294588837105,76.63178874699427,20.830012644437346,73.01933115016143,70.11387423387606,75.93228660052557,1.762645878177024,1.762645878177024,acceptable,mixbox
NLQTF0,102,66,103,107,65,103,33.35183632842266,22.336384539983793,-15.366642317958224,33.74448037934721,24.74553743740132,-14.709245940200011,27.111764428861715,28.78721138274982,1.495558728717803,1.495558728717803,acceptable,mixbox
NLQTF0,255,173,59,250,172,61,76.96084570696759,20.890258342526447,66.9294588837105,76.1731921664248,19.40977810353617,65.20833362459959,70.11387423387606,68.0357719154093,0.9492501187540016,0.9492501187540036,acceptable,mixbox
NLQTF0,255,173,59,250,170,54,76.96084570696759,20.890258342526447,66.9294588837105,75.66446490123592,20.198751954239313,67.37114489041092,70.11387423387606,70.33392314064123,1.0554966629060325,1.0554966629060325,acceptable,mixbox
NLQTF0,255,173,59,253,173,56,76.96084570696759,20.890258342526447,66.9294588837105,76.71473377213982,19.949588724667066,67.73671059759762,70.11387423387606,70.61337021319729,0.7347013324668044,0.7347013324668044,acceptable,mixbox
NLQTF0,102,66,103,108,65,93,33.35183632842266,22.336384539983793,-15.366642317958224,33.47693609875346,23.174946581991236,-8.747939873796785,27.111764428861715,24.771043601627103,4.135189687760737,4.135189687760737,unacceptable,mixbox
NLQTF0,255,173,59,253,173,38,76.96084570696759,20.890258342526447,66.9294588837105,76.62654914269648,19.421620690703854,73.48608483067922,70.11387423387606,76.00923637292614,2.4145321404466573,2.4145321404466573,acceptable,mixbox
NLQTF0,102,66,103,102,67,104,33.35183632842266,22.336384539983793,-15.366642317958224,33.6450450412847,21.93763132553597,-15.549528775454158,27.111764428861715,26.889542824559403,0.367105111611721,0.367105111611721,acceptable,mixbox
NLQTF0,102,66,103,101,66,104,33.35183632842266,22.336384539983793,-15.366642317958224,33.27075168243928,22.191599363468374,-16.135151924136302,27.111764428861715,27.437387082658752,0.5013076957227474,0.5013076957227474,acceptable,mixbox
K0OSWU,102,66,103,99,66,103,33.35183632842266,22.336384539983793,-15.366642317958224,32.98125250266721,21.253970926030792,-15.967578131155925,27.111764428861715,26.583732459892293,0.86724054221929,0.86724054221929,acceptable,mixbox
J4W7CV,113,112,62,114,112,77,46.240483270362006,-7.571470596318186,27.848738150857056,46.58070442663755,-5.2282204462746895,19.786973173686604,28.859649748150307,20.466035190310752,4.022287964109836,4.022287964109836,acceptable,mixbox
J4W7CV,182,137,96,184,136,94,60.5002426068222,12.003412404228364,28.595362094242006,60.43437325359562,13.198419741246303,29.651043140943713,31.012523964469516,32.45585683682108,0.8160780043092739,0.8160780043092697,acceptable,mixbox
BV0O9B,195,146,130,200,145,122,64.78207074566784,16.270311804720773,15.682433296584009,64.91258522848541,17.820851961075633,20.41247632770684,22.597826451334715,27.097083873505014,2.720716046781878,2.720716046781878,,mixbox
J4W7CV,182,137,96,184,137,94,60.5002426068222,12.003412404228364,28.595362094242006,60.68556897955352,12.643147895482375,29.973521722299857,31.012523964469516,32.5309267181896,0.649224774516048,0.649224774516048,acceptable,mixbox
J4W7CV,127,36,87,126,33,89,30.551454345448732,43.7726511380295,-8.998211843430893,30.0237324885587,44.924051707901896,-11.122369641266229,44.687949203682365,46.280422732416824,1.129679755670545,1.1296797556705447,acceptable,mixbox
J4W7CV,182,137,96,179,137,101,60.5002426068222,12.003412404228364,28.595362094242006,60.26263102010344,11.279104895488556,25.461672776574183,31.012523964469516,27.848069732474688,1.4525819623931808,1.4525819623931808,unacceptable,mixbox
J4W7CV,182,137,96,184,136,94,60.5002426068222,12.003412404228364,28.595362094242006,60.43437325359562,13.198419741246303,29.651043140943713,31.012523964469516,32.45585683682108,0.8160780043092697,0.8160780043092697,acceptable,mixbox
J4W7CV,182,137,96,182,137,101,60.5002426068222,12.003412404228364,28.595362094242006,60.58464332637428,12.52912877604373,25.945321635362607,31.012523964469516,28.81212908913713,1.5829348955366422,1.5829348955366422,acceptable,mixbox
BV0O9B,180,148,51,179,147,56,62.611656258889184,1.6276469872315014,53.340359124526806,62.285757853324384,2.000894625440064,50.833709249560336,53.36518665055463,50.87307318583133,0.8542268760140507,0.8542268760140507,,mixbox
BV0O9B,180,148,51,227,154,61,62.611656258889184,1.6276469872315014,53.340359124526806,69.31390304360453,19.284064004679248,57.54892362598345,53.36518665055463,60.6939349115366,12.541027926477849,12.541027926477847,,mixbox
J4W7CV,182,137,96,184,136,94,60.5002426068222,12.003412404228364,28.595362094242006,60.43437325359562,13.198419741246303,29.651043140943713,31.012523964469516,32.45585683682108,0.8160780043092739,0.8160780043092697,acceptable,mixbox
NLQTF0,180,148,51,166,147,70,62.611656258889184,1.6276469872315014,53.340359124526806,61.148291323260736,-2.7792848852808416,42.67083416476712,53.36518665055463,42.76125013128834,4.770590680750516,4.770590680750516,unacceptable,mixbox
NLQTF0,136,49,43,134,48,44,33.14955484034129,36.78923736119397,23.421092315488046,32.62437539500917,36.584764028098796,22.069759108036546,43.61187396648857,42.726095375992806,0.8613187123117756,0.8613187123117727,acceptable,mixbox
NLQTF0,80,55,127,86,53,136,29.337003226889188,28.217653834783974,-36.98462781533887,30.16250960892402,33.504086028013276,-41.229703473471325,46.51987406022115,53.12637978521487,2.209445603392044,2.209445603392044,unacceptable,mixbox
NLQTF0,136,49,43,139,43,38,33.14955484034129,36.78923736119397,23.421092315488046,32.60834402190706,40.34662799736857,25.99953369332705,43.61187396648857,47.99818895571471,1.5068720391379478,1.5068720391379478,unacceptable,mixbox
NLQTF0,80,55,127,79,50,136,29.337003226889188,28.217653834783974,-36.98462781533887,28.697348859911877,33.60533313769612,-43.6333855381617,46.51987406022115,55.07441101652741,2.62477963495011,2.62477963495011,unacceptable,mixbox
NLQTF0,180,148,51,181,150,52,62.611656258889184,1.6276469872315014,53.340359124526806,63.24825419192487,1.0346935808163704,53.59898779707154,53.36518665055463,53.60897390994167,0.6760465683132771,0.6760465683132771,acceptable,mixbox
NLQTF0,83,51,44,82,49,42,24.917298002768902,13.515161309899243,10.439492412874385,24.186862840685734,14.077496606778316,10.752071308113242,17.077546283674927,17.713919615054344,0.6799467347005527,0.6799467347005527,acceptable,mixbox
NLQTF0,136,49,43,138,51,43,33.14955484034129,36.78923736119397,23.421092315488046,33.87141188987169,36.57541541901671,24.38122616963947,43.61187396648857,43.95685615019297,0.8520888406790448,0.8520888406790448,acceptable,mixbox
NLQTF0,180,148,51,179,150,59,62.611656258889184,1.6276469872315014,53.340359124526806,63.10525661898552,0.5416198636926106,50.366784153405796,53.36518665055463,50.369696227320205,1.2104856110622595,1.2104856110622595,acceptable,mixbox
NLQTF0,80,55,127,84,56,125,29.337003226889188,28.217653834783974,-36.98462781533887,29.896401808788845,28.121219799586537,-34.81165650178907,46.51987406022115,44.751027154862165,1.2139913985812678,1.2139913985812678,acceptable,mixbox
NLQTF0,180,148,51,178,149,54,62.611656258889184,1.6276469872315014,53.340359124526806,62.69912085728558,0.35395177879393724,52.099150363530036,53.36518665055463,52.100352690393784,0.9266408221064812,0.9266408221064812,acceptable,mixbox
NLQTF0,80,55,127,78,55,128,29.337003226889188,28.217653834783974,-36.98462781533887,29.18564891092933,27.982223752743256,-37.865029654251714,46.51987406022115,47.08253728152244,0.5790280475588732,0.5790280475588732,acceptable,mixbox
K0OSWU,102,66,103,95,65,92,33.35183632842266,22.336384539983793,-15.366642317958224,31.776067870326344,18.024706284976098,-10.841162980581508,27.111764428861715,21.033802590858073,3.390228384727547,3.390228384727547,unacceptable,mixbox
K0OSWU,255,173,59,255,172,40,76.96084570696759,20.890258342526447,66.9294588837105,76.63178874699427,20.830012644437346,73.01933115016143,70.11387423387606,75.93228660052557,1.762645878177024,1.762645878177024,acceptable,mixbox
K0OSWU,53,94,70,50,92,74,36.374378738702966,-20.488174290578282,9.334392268407354,35.64797048030818,-19.436640387898052,5.82296597109101,22.51435463835497,20.290143475809963,2.3530656687346805,2.3530656687346805,acceptable,mixbox
K0OSWU,102,66,103,107,64,104,33.35183632842266,22.336384539983793,-15.366642317958224,33.546899832969096,25.54812746007387,-15.645570215754711,27.111764428861715,29.958148876262225,1.6500627956668612,1.6500627956668612,acceptable,mixbox
BV0O9B,80,55,127,78,58,115,29.337003226889188,28.217653834783974,-36.98462781533887,29.11692895953444,22.336385063724233,-29.792658637167825,46.51987406022115,37.23595851305259,3.187122751658096,3.1871227516580958,,mixbox
K0OSWU,102,66,103,101,65,104,33.35183632842266,22.336384539983793,-15.366642317958224,33.021238686697515,22.804741662087014,-16.519055068452694,27.111764428861715,28.159109052473585,0.6972558017512279,0.6972558017512279,acceptable,mixbox
K0OSWU,255,173,59,255,172,35,76.96084570696759,20.890258342526447,66.9294588837105,76.61247470042895,20.71541588622,74.3745923835521,70.11387423387606,77.20562445546686,2.1635761109714378,2.1635761109714378,acceptable,mixbox
K0OSWU,102,66,103,102,64,106,33.35183632842266,22.336384539983793,-15.366642317958224,32.98965568564867,24.202529175390925,-17.824100295911695,27.111764428861715,30.057627481961518,1.4637148791893544,1.4637148791893544,acceptable,mixbox
K0OSWU,255,173,59,255,172,35,76.96084570696759,20.890258342526447,66.9294588837105,76.61247470042895,20.71541588622,74.3745923835521,70.11387423387606,77.20562445546686,2.1635761109714378,2.1635761109714378,identical,mixbox
K0OSWU,255,173,59,255,172,52,76.96084570696759,20.890258342526447,66.9294588837105,76.68918378097071,21.16994523808724,69.2312102438758,70.11387423387606,72.39562868858413,0.6298021524939602,0.6298021524939602,acceptable,mixbox
K0OSWU,102,66,103,104,63,107,33.35183632842266,22.336384539983793,-15.366642317958224,33.04911554288021,25.720253307113193,-18.344259122669516,27.111764428861715,31.59182288095625,2.000040977556446,2.000040977556446,identical,mixbox
K0OSWU,255,173,59,255,173,68,76.96084570696759,20.890258342526447,66.9294588837105,77.02195737727959,21.252214469354268,63.41810289021868,70.11387423387606,66.88432098814933,1.1925251455042165,1.1925251455042165,identical,mixbox
K0OSWU,255,173,59,255,172,40,76.96084570696759,20.890258342526447,66.9294588837105,76.63178874699427,20.830012644437346,73.01933115016143,70.11387423387606,75.93228660052557,1.762645878177024,1.762645878177024,identical,mixbox
K0OSWU,53,94,70,59,94,71,36.374378738702966,-20.488174290578282,9.334392268407354,36.72426949343202,-18.243852002616524,9.258273839516463,22.51435463835497,20.458586715138704,1.40069317638329,1.40069317638329,acceptable,mixbox
K0OSWU,102,66,103,104,66,101,33.35183632842266,22.336384539983793,-15.366642317958224,33.519233377723985,22.643704041534708,-13.82051667813905,27.111764428861715,26.52817396601837,1.0080681856554217,1.0080681856554217,acceptable,mixbox
K0OSWU,255,173,59,255,175,30,76.96084570696759,20.890258342526447,66.9294588837105,77.29127827304741,19.049756219984616,76.12446158737458,70.11387423387606,78.47182210200367,3.229500549207556,3.229500549207552,acceptable,mixbox
J4W7CV,180,57,33,178,60,23,42.37147729797363,48.54892060211874,41.49847843249223,42.40067005402843,46.31874346299703,46.10525577308492,63.86799984219681,65.35381095156204,2.95660556000178,2.956605560001781,identical,mixbox
NLQTF0,136,49,43,137,48,36,33.14955484034129,36.78923736119397,23.421092315488046,33.051137249220155,37.24359823318505,27.630270429782477,43.61187396648857,46.37367198505868,2.311004810853791,2.311004810853791,acceptable,mixbox
J4W7CV,84,122,122,86,122,119,48.52158487742774,-13.251853607821273,-4.288163592334704,48.54710054514925,-13.370808161656477,-2.4636539625602305,13.928387237499917,13.59588547109228,1.434816498903272,1.4348164989032721,identical,mixbox
J4W7CV,174,121,123,175,121,124,56.192527172914,20.994274386189616,7.248276098182882,56.332509352396784,21.525628440570433,6.88338439747167,22.210291835050405,22.599417260735976,0.457970452537869,0.45797045253786905,identical,mixbox
J4W7CV,193,135,115,192,134,112,61.57210568413541,19.704841009162422,19.652894304645073,61.15771837112898,19.511842543589008,20.759895393119265,27.83014577299084,28.49009049088936,0.8517892969019973,0.8517892969019973,acceptable,mixbox
J4W7CV,208,176,148,210,176,150,73.93316011294016,7.415254702891949,18.655562937497415,74.16139901908056,8.459263843172915,17.916473145878964,20.075259172017887,19.813105631258686,1.3016841372654815,1.3016841372654324,identical,mixbox
J4W7CV,88,68,44,90,67,42,30.378404117455958,5.046499480456296,17.786170265231604,30.292061542918304,6.408411105100847,18.959234559899173,18.488239767756543,20.01300347247397,1.3906117008784966,1.3906117008784966,acceptable,mixbox
J4W7CV,80,62,41,80,62,48,27.60312812375011,4.6397760176526415,15.887421040457694,27.7484901173067,5.575324109555579,11.60475491878572,16.551062467731864,12.874570891943275,3.3526790351033036,3.3526790351033036,acceptable,mixbox
J4W7CV,242,166,129,240,166,132,74.65919679015974,23.89775182882087,30.462523472103143,74.48723846605597,23.410463898913882,28.58723623048427,38.717797958566116,36.949694115917424,0.8835452592205227,0.8835452592205312,identical,mixbox
J4W7CV,57,42,22,58,42,21,18.29358099732808,3.990044135694287,15.661561746256043,18.407818554461706,4.407609699839665,16.478147213262957,16.161836793402504,17.057442916453994,0.597191192893284,0.5971911928932733,identical,mixbox
J4W7CV,208,176,148,209,175,147,73.93316011294016,7.415254702891949,18.655562937497415,73.75475562848477,8.206475841374905,18.965509246783043,20.075259172017887,20.664868417797464,0.7465223474069549,0.7465223474068987,identical,mixbox
J4W7CV,84,122,122,89,121,120,48.52158487742774,-13.251853607821273,-4.288163592334704,48.45367225764184,-11.598326573037221,-3.1719476989270134,13.928387237499917,12.024243489698206,1.4897119692778402,1.4897119692778402,identical,mixbox
J4W7CV,175,149,126,177,148,124,63.4386807728566,6.1223067444304835,15.747521772411188,63.32890129040828,7.197061892929291,16.743720441500322,16.895771123137983,18.22497939954311,1.0991871393781487,1.0991871393781487,acceptable,mixbox
J4W7CV,205,87,91,205,87,93,52.457573436188554,47.141216164510894,21.454815590734665,52.49638205654438,47.30092957018961,20.327311700171823,51.793854592041846,51.48375995554307,0.6552965434212944,0.6552965434212731,acceptable,mixbox
J4W7CV,193,135,115,194,136,112,61.57210568413541,19.704841009162422,19.652894304645073,61.868695810552666,19.215527974844104,21.75900219462912,27.83014577299084,29.029135224079464,1.534874941877742,1.5348749418777419,identical,mixbox
J4W7CV,228,183,190,229,184,190,78.50851672201486,17.273608535633866,2.6249551813476657,78.84405487187712,17.10034643935532,3.1235515894865173,17.471918656701877,17.383279980433958,0.4446430761598967,0.44464307615989673,identical,mixbox
J4W7CV,255,131,82,254,130,81,68.09890261547581,43.488640907712764,47.38720241262939,67.75049017197132,43.5533254808429,47.461346645576484,64.3180288915596,64.4163922138753,0.2774810788209584,0.2774810788209584,identical,mixbox
K0OSWU,182,137,96,185,135,96,60.5002426068222,12.003412404228364,28.595362094242006,60.32734041537506,14.37207065908902,28.43587284042004,31.012523964469516,31.861501521842712,1.8328863563113051,1.8328863563113051,acceptable,mixbox
K0OSWU,136,49,43,135,49,44,33.14955484034129,36.78923736119397,23.421092315488046,32.9854536078722,36.477648656589786,22.555908151976702,43.61187396648857,42.888085106169235,0.4677346714639877,0.4677346714639877,identical,mixbox
K0OSWU,195,146,130,195,145,128,64.78207074566784,16.270311804720773,15.682433296584009,64.49390759211316,16.564671341437464,16.40218558230433,22.597826451334715,23.311371227926333,0.491380536738545,0.49138053673854504,identical,mixbox
K0OSWU,127,36,87,118,44,76,30.551454345448732,43.7726511380295,-8.998211843430893,29.851046015302913,35.835775050958446,-3.0016282321235543,44.687949203682365,35.96126451540292,4.061016133063641,4.061016133063641,unacceptable,mixbox
K0OSWU,169,120,74,165,119,78,54.41079343325427,13.911311572501916,32.648173901076035,53.75460798754308,13.105209801099416,29.531061093482514,35.48841851565279,32.30835949468541,1.4607912528594391,1.4607912528594391,unacceptable,mixbox
K0OSWU,107,87,148,109,85,152,41.34346757722421,21.92181465268289,-30.643963588253232,41.24031611351582,24.80069884221614,-33.19423514679205,37.67782453997009,41.435877087891186,1.3679840595088004,1.3679840595088004,identical,mixbox
K0OSWU,83,51,44,83,50,41,24.917298002768902,13.515161309899243,10.439492412874385,24.57826579794841,13.78240603698036,11.967182459845349,17.077546283674927,18.252894899040616,1.0788958704354386,1.0788958704354386,acceptable,mixbox
J4W7CV,80,62,41,80,61,44,27.60312812375011,4.6397760176526415,15.887421040457694,27.366478119990376,5.665676432661443,13.665495897061664,16.551062467731864,14.793433257774359,2.133701333837352,2.133701333837352,identical,mixbox
J4W7CV,190,89,43,188,90,46,49.82046775800619,37.69155945029884,44.42651602746188,49.741764684834536,36.51571023114414,42.75713917773584,58.261213342443696,56.22784047381828,0.586359129147984,0.586359129147984,identical,mixbox
K0OSWU,83,51,44,82,50,43,24.917298002768902,13.515161309899243,10.439492412874385,24.480537845187456,13.563553589639954,10.485652057405215,17.077546283674927,17.144062676273705,0.3206396249415318,0.3206396249415318,identical,mixbox
K0OSWU,80,55,127,80,55,129,29.337003226889188,28.217653834783974,-36.98462781533887,29.469919048419555,28.792847705173983,-38.02216960824985,46.51987406022115,47.69395622814133,0.4282190732536146,0.42821907325361463,identical,mixbox
K0OSWU,180,57,33,180,59,37,42.37147729797363,48.54892060211874,41.49847843249223,42.71369910291173,47.85151421383937,39.755792029078904,63.86799984219681,62.211658171251514,0.7504129599091572,0.7504129599091676,acceptable,mixbox
K0OSWU,180,57,33,177,57,34,42.37147729797363,48.54892060211874,41.49847843249223,41.83111824517412,47.54816268984874,40.27083413805301,63.86799984219681,62.31025483301203,0.6588142408966609,0.658814240896659,acceptable,mixbox
ZNHK2C,136,49,43,146,47,44,33.14955484034129,36.78923736119397,23.421092315488046,34.65548830120667,41.406618192776996,25.053885599444126,43.61187396648857,48.396334714443455,2.094811553687744,2.094811553687744,acceptable,mixbox
BL5JW8,102,66,103,102,66,102,33.35183632842266,22.336384539983793,-15.366642317958224,33.30916180828584,22.12376229769941,-14.798333413807608,27.111764428861715,26.616752807796082,0.3234267094049142,0.32342670940491425,acceptable,mixbox
BL5JW8,145,205,51,176,211,74,76.02036207014393,-41.33771516809204,65.59100618782784,79.7914253764689,-30.748113366945105,61.607304070049416,77.53055390005916,68.85424017739238,4.72019231936264,4.72019231936264,,mixbox
GAK0KQ,102,66,103,102,68,107,33.35183632842266,22.336384539983793,-15.366642317958224,34.02627249067174,21.976383401353385,-16.857484197025162,27.111764428861715,27.69722370303987,1.1296273301132738,1.1296273301132738,acceptable,mixbox
GAK0KQ,255,173,59,255,171,62,76.96084570696759,20.890258342526447,66.9294588837105,76.51969128060038,22.04912031094525,65.34749222830145,70.11387423387606,68.96708234378526,1.0750376467539366,1.0750376467539466,acceptable,mixbox
GAK0KQ,102,66,103,99,56,108,33.35183632842266,22.336384539983793,-15.366642317958224,30.793047546471833,28.427741291806,-22.53655853191835,27.111764428861715,36.27716837649314,4.534698508039005,4.534698508039005,acceptable,mixbox
GAK0KQ,53,94,70,53,87,61,36.374378738702966,-20.488174290578282,9.334392268407354,33.79459011170577,-18.71020294208664,11.298611603010912,22.51435463835497,21.857042761768124,2.815953125428975,2.815953125428973,acceptable,mixbox
GAK0KQ,255,173,59,255,171,25,76.96084570696759,20.890258342526447,66.9294588837105,76.35067374870509,21.053040876152284,76.4785907544932,70.11387423387606,79.32342260597554,2.644909333473799,2.644909333473799,acceptable,mixbox
K0OSWU,182,137,96,182,137,99,60.5002426068222,12.003412404228364,28.595362094242006,60.55027511453531,12.315376853388905,27.007224926025962,31.012523964469516,29.682633057832746,0.9351018784485498,0.9351018784485498,acceptable,mixbox
K0OSWU,107,87,148,106,86,149,41.34346757722421,21.92181465268289,-30.643963588253232,41.040209250428624,22.497754765058193,-31.728451031106076,37.67782453997009,38.89528987296527,0.5587326240714579,0.5587326240714561,acceptable,mixbox
K0OSWU,225,155,151,224,156,150,70.65458361675861,25.65017540122816,12.693816205482268,70.75256896345589,24.608763328914705,13.36889694391723,28.61930236697489,28.005689387615806,0.8484244992529953,0.8484244992529953,acceptable,mixbox
K0OSWU,228,183,190,228,182,191,78.50851672201486,17.273608535633866,2.6249551813476657,78.29414252491415,17.96450205835226,1.7716446878963898,17.471918656701877,18.05164976130143,0.7824963459636254,0.7824963459636254,identical,mixbox
K0OSWU,121,135,78,123,135,79,53.96636335789327,-14.852238990012424,28.92129648952334,54.13653343397189,-13.892787620295998,28.62574478778832,32.51200383937232,31.81890652612437,0.6001333940791816,0.6001333940791816,acceptable,mixbox
K0OSWU,180,57,33,181,57,36,42.37147729797363,48.54892060211874,41.49847843249223,42.58153842335685,48.98822375448597,40.21096362127682,63.86799984219681,63.377974580852865,0.7902179204991391,0.7902179204991551,identical,mixbox
K0OSWU,139,159,64,138,158,64,62.21558313523407,-21.23521873809353,46.13490340113001,61.849653345072994,-21.14756623877928,45.70632989379318,50.787437685773,50.361574143227585,0.3437108762677576,0.34371087626775765,acceptable,mixbox
K0OSWU,80,55,127,76,54,104,29.337003226889188,28.217653834783974,-36.98462781533887,27.225848704258652,21.22867685866811,-25.780777969005964,46.51987406022115,33.39618591781005,5.228612577305743,5.228612577305743,unacceptable,mixbox
QNT7GS,113,1,105,107,24,100,25.421495162772672,52.44184763395135,-28.922338241705027,25.861696973631553,44.812540545310256,-25.041590315160846,59.88863859389493,51.33463777643155,2.4676464768574102,2.4676464768574102,acceptable,mixbox
K0OSWU,83,51,44,84,51,44,24.917298002768902,13.515161309899243,10.439492412874385,25.059230934566386,13.977963979826063,10.655974785179822,17.077546283674927,17.57649782077485,0.3623797311296346,0.3623797311296346,identical,mixbox
K0OSWU,185,119,52,184,119,47,55.844443531699866,19.919659351233797,46.105127453851956,55.67605144700444,19.238562574286078,48.209774277636676,50.22425316722121,51.906691532262,1.1238591462544605,1.1238591462544603,identical,mixbox
QNT7GS,255,173,59,253,167,42,76.96084570696759,20.890258342526447,66.9294588837105,75.25874504303394,22.657668357364493,71.18225593445877,70.11387423387606,74.70129513811061,1.6525125218890018,1.6525125218890018,acceptable,mixbox
K0OSWU,169,120,74,168,120,73,54.41079343325427,13.911311572501916,32.648173901076035,54.28085399413045,13.39219453049495,33.006496920623704,35.48841851565279,35.61993421265347,0.4943957928067483,0.4943957928067483,identical,mixbox
K0OSWU,136,49,43,135,49,47,33.14955484034129,36.78923736119397,23.421092315488046,33.0361007718682,36.676563276286544,20.734939954447697,43.61187396648857,42.13203091086403,1.5690660913405508,1.5690660913405508,acceptable,mixbox
QNT7GS,102,66,103,108,64,106,33.35183632842266,22.336384539983793,-15.366642317958224,33.765265497956925,26.310321495999766,-16.56412565223061,27.111764428861715,31.090244062177312,1.969561772170259,1.969561772170259,acceptable,mixbox
DTO3X0,102,66,103,106,68,103,33.35183632842266,22.336384539983793,-15.366642317958224,34.350992930316416,22.56932335271519,-13.792756381955506,27.111764428861715,26.450226562572002,1.284668090234163,1.284668090234157,,mixbox
GAK0KQ,102,66,103,107,64,104,33.35183632842266,22.336384539983793,-15.366642317958224,33.546899832969096,25.54812746007387,-15.645570215754711,27.111764428861715,29.958148876262225,1.6500627956668612,1.6500627956668612,acceptable,mixbox
J4W7CV,255,131,82,121,106,83,68.09890261547581,43.488640907712764,47.38720241262939,45.63130715903211,2.1280276200549286,15.105722543702315,64.3180288915596,15.254879714997198,30.477410772292508,30.477410772292508,,mixbox
K0OSWU,136,49,43,136,48,42,33.14955484034129,36.78923736119397,23.421092315488046,32.955015165689524,37.205272717590056,23.805600682068693,43.61187396648857,44.169434474808035,0.252838628479429,0.25283862847942906,identical,mixbox
GAK0KQ,136,49,43,136,48,42,33.14955484034129,36.78923736119397,23.421092315488046,32.955015165689524,37.205272717590056,23.805600682068693,43.61187396648857,44.169434474808035,0.252838628479429,0.25283862847942906,identical,mixbox
J4W7CV,205,87,91,206,87,90,52.457573436188554,47.141216164510894,21.454815590734665,52.596702116013944,47.41491688449756,22.25656612120145,51.793854592041846,52.37870825699335,0.4257025172110077,0.42570251721100183,identical,mixbox
4DO9IE,145,205,51,147,205,51,76.02036207014393,-41.33771516809204,65.59100618782784,76.13288343482353,-40.59216980318059,65.73789917558234,77.53055390005916,77.26056974517645,0.3236997555708151,0.3236997555708151,acceptable,mixbox
J4W7CV,242,166,129,245,166,127,74.65919679015974,23.89775182882087,30.462523472103143,74.96374594478922,24.883705917656208,31.992620223597036,38.717797958566116,40.53056339316922,0.6990601459792329,0.6990601459792449,identical,mixbox
K0OSWU,208,176,148,208,177,149,73.93316011294016,7.415254702891949,18.655562937497415,74.20598558583275,7.0138444808311995,18.491378095076684,20.075259172017887,19.7768824200471,0.4324495021421768,0.43244950214220806,identical,mixbox
4DO9IE,102,66,103,102,69,123,33.35183632842266,22.336384539983793,-15.366642317958224,35.02580293299336,25.06162539173415,-25.317573889259627,27.111764428861715,35.623933175798186,5.508206395582679,5.508206395582679,,mixbox
GAK0KQ,80,55,127,87,53,130,29.337003226889188,28.217653834783974,-36.98462781533887,29.87253750702498,32.11352178590887,-37.95700459650357,46.51987406022115,49.7193370775701,1.8295891114158989,1.8295891114158989,acceptable,mixbox
4DO9IE,102,66,103,103,67,100,33.35183632842266,22.336384539983793,-15.366642317958224,33.60160187936811,21.458548903032558,-13.071826868518777,27.111764428861715,25.126519430760183,1.3289855059254485,1.3289855059254483,unacceptable,mixbox
4DO9IE,255,173,59,255,171,25,76.96084570696759,20.890258342526447,66.9294588837105,76.35067374870509,21.053040876152284,76.4785907544932,70.11387423387606,79.32342260597554,2.644909333473799,2.644909333473799,acceptable,mixbox
4DO9IE,102,66,103,107,64,104,33.35183632842266,22.336384539983793,-15.366642317958224,33.546899832969096,25.54812746007387,-15.645570215754711,27.111764428861715,29.958148876262225,1.6500627956668612,1.6500627956668612,unacceptable,mixbox
